country,year,di_state,no_RandR
Trinidad and Tobago,1996,Special./Indp.,No Crisis Data
Trinidad and Tobago,1997,Special./Indp.,No Crisis Data
Trinidad and Tobago,1998,Special./Indp.,No Crisis Data
Trinidad and Tobago,1999,Special./Indp.,No Crisis Data
Trinidad and Tobago,2000,Special./Indp.,No Crisis Data
Trinidad and Tobago,2001,Special./Indp.,No Crisis Data
Trinidad and Tobago,2002,Special./Indp.,No Crisis Data
Trinidad and Tobago,2003,Special./Indp.,No Crisis Data
Trinidad and Tobago,2004,Special./Indp.,No Crisis Data
Trinidad and Tobago,2005,Special./Indp.,No Crisis Data
Trinidad and Tobago,2006,Special./Indp.,No Crisis Data
Trinidad and Tobago,2007,Special./Indp.,No Crisis Data
Tunisia,1970,No Explicit DI,Data Available
Tunisia,1971,No Explicit DI,Data Available
Tunisia,1972,No Explicit DI,Data Available
Tunisia,1973,No Explicit DI,Data Available
Tunisia,1974,No Explicit DI,Data Available
Tunisia,1975,No Explicit DI,Data Available
Tunisia,1976,No Explicit DI,Data Available
Tunisia,1977,No Explicit DI,Data Available
Tunisia,1978,No Explicit DI,Data Available
Tunisia,1979,No Explicit DI,Data Available
Tunisia,1980,No Explicit DI,Data Available
Tunisia,1981,No Explicit DI,Data Available
Tunisia,1982,No Explicit DI,Data Available
Tunisia,1983,No Explicit DI,Data Available
Tunisia,1984,No Explicit DI,Data Available
Tunisia,1985,No Explicit DI,Data Available
Tunisia,1986,No Explicit DI,Data Available
Tunisia,1987,No Explicit DI,Data Available
Tunisia,1988,No Explicit DI,Data Available
Tunisia,1989,No Explicit DI,Data Available
Tunisia,1990,No Explicit DI,Data Available
Tunisia,1991,No Explicit DI,Data Available
Tunisia,1992,No Explicit DI,Data Available
Tunisia,1993,No Explicit DI,Data Available
Tunisia,1994,No Explicit DI,Data Available
Tunisia,1995,No Explicit DI,Data Available
Tunisia,1996,No Explicit DI,Data Available
Tunisia,1997,No Explicit DI,Data Available
Tunisia,1998,No Explicit DI,Data Available
Tunisia,1999,No Explicit DI,Data Available
Tunisia,2000,No Explicit DI,Data Available
Tunisia,2001,No Explicit DI,Data Available
Tunisia,2002,No Explicit DI,Data Available
Tunisia,2003,No Explicit DI,Data Available
Tunisia,2004,No Explicit DI,Data Available
Tunisia,2005,No Explicit DI,Data Available
Tunisia,2006,No Explicit DI,Data Available
Tunisia,2007,No Explicit DI,Data Available
Turkey,1970,No Explicit DI,Data Available
Turkey,1971,No Explicit DI,Data Available
Turkey,1972,No Explicit DI,Data Available
Turkey,1973,No Explicit DI,Data Available
Turkey,1974,No Explicit DI,Data Available
Turkey,1975,No Explicit DI,Data Available
Turkey,1976,No Explicit DI,Data Available
Turkey,1977,No Explicit DI,Data Available
Turkey,1978,No Explicit DI,Data Available
Turkey,1979,No Explicit DI,Data Available
Turkey,1980,No Explicit DI,Data Available
Turkey,1981,No Explicit DI,Data Available
Turkey,1982,No Explicit DI,Data Available
Turkey,1983,Central Bank,Data Available
Turkey,1984,Central Bank,Data Available
Turkey,1985,Central Bank,Data Available
Turkey,1986,Central Bank,Data Available
Turkey,1987,Central Bank,Data Available
Turkey,1988,Central Bank,Data Available
Turkey,1989,Central Bank,Data Available
Turkey,1990,Central Bank,Data Available
Turkey,1991,Central Bank,Data Available
Turkey,1992,Central Bank,Data Available
Turkey,1993,Central Bank,Data Available
Turkey,1994,Central Bank,Data Available
Turkey,1995,Central Bank,Data Available
Turkey,1996,Central Bank,Data Available
Turkey,1997,Central Bank,Data Available
Turkey,1998,Central Bank,Data Available
Turkey,1999,Central Bank,Data Available
Turkey,2000,Special./Indp.,Data Available
Turkey,2001,Special./Indp.,Data Available
Turkey,2002,Special./Indp.,Data Available
Turkey,2003,Special./Indp.,Data Available
Turkey,2004,Special./Indp.,Data Available
Turkey,2005,Special./Indp.,Data Available
Turkey,2006,Special./Indp.,Data Available
Turkey,2007,Special./Indp.,Data Available
Uganda,1970,No Explicit DI,No Crisis Data
Uganda,1971,No Explicit DI,No Crisis Data
Uganda,1972,No Explicit DI,No Crisis Data
Uganda,1973,No Explicit DI,No Crisis Data
Uganda,1974,No Explicit DI,No Crisis Data
Uganda,1975,No Explicit DI,No Crisis Data
Uganda,1976,No Explicit DI,No Crisis Data
Uganda,1977,No Explicit DI,No Crisis Data
Uganda,1978,No Explicit DI,No Crisis Data
Uganda,1979,No Explicit DI,No Crisis Data
Uganda,1980,No Explicit DI,No Crisis Data
Uganda,1981,No Explicit DI,No Crisis Data
Uganda,1982,No Explicit DI,No Crisis Data
Uganda,1983,No Explicit DI,No Crisis Data
Uganda,1984,No Explicit DI,No Crisis Data
Uganda,1985,No Explicit DI,No Crisis Data
Uganda,1986,No Explicit DI,No Crisis Data
Uganda,1987,No Explicit DI,No Crisis Data
Uganda,1988,No Explicit DI,No Crisis Data
Uganda,1989,No Explicit DI,No Crisis Data
Uganda,1990,No Explicit DI,No Crisis Data
Uganda,1991,No Explicit DI,No Crisis Data
Uganda,1992,No Explicit DI,No Crisis Data
Uganda,1993,No Explicit DI,No Crisis Data
Uganda,1994,Central Bank,No Crisis Data
Uganda,1995,Central Bank,No Crisis Data
Uganda,1996,Central Bank,No Crisis Data
Uganda,1997,Central Bank,No Crisis Data
Uganda,1998,Central Bank,No Crisis Data
Uganda,1999,Central Bank,No Crisis Data
Uganda,2000,Central Bank,No Crisis Data
Uganda,2001,Central Bank,No Crisis Data
Uganda,2002,Central Bank,No Crisis Data
Uganda,2003,Central Bank,No Crisis Data
Uganda,2004,Central Bank,No Crisis Data
Uganda,2005,Central Bank,No Crisis Data
Uganda,2006,Central Bank,No Crisis Data
Uganda,2007,Central Bank,No Crisis Data
Ukraine,1991,No Explicit DI,No Crisis Data
Ukraine,1992,No Explicit DI,No Crisis Data
Ukraine,1993,No Explicit DI,No Crisis Data
Ukraine,1994,No Explicit DI,No Crisis Data
Ukraine,1995,No Explicit DI,No Crisis Data
Ukraine,1996,No Explicit DI,No Crisis Data
Ukraine,1997,No Explicit DI,No Crisis Data
Ukraine,1998,Special./Indp.,No Crisis Data
Ukraine,1999,Special./Indp.,No Crisis Data
Ukraine,2000,Special./Indp.,No Crisis Data
Ukraine,2001,Special./Indp.,No Crisis Data
Ukraine,2002,Special./Indp.,No Crisis Data
Ukraine,2003,Special./Indp.,No Crisis Data
Ukraine,2004,Special./Indp.,No Crisis Data
Ukraine,2005,Special./Indp.,No Crisis Data
Ukraine,2006,Special./Indp.,No Crisis Data
Ukraine,2007,Special./Indp.,No Crisis Data
United Arab Emirates,1971,No Explicit DI,No Crisis Data
United Arab Emirates,1972,No Explicit DI,No Crisis Data
United Arab Emirates,1973,No Explicit DI,No Crisis Data
United Arab Emirates,1974,No Explicit DI,No Crisis Data
United Arab Emirates,1975,No Explicit DI,No Crisis Data
United Arab Emirates,1976,No Explicit DI,No Crisis Data
United Arab Emirates,1977,No Explicit DI,No Crisis Data
United Arab Emirates,1978,No Explicit DI,No Crisis Data
United Arab Emirates,1979,No Explicit DI,No Crisis Data
United Arab Emirates,1980,No Explicit DI,No Crisis Data
United Arab Emirates,1981,No Explicit DI,No Crisis Data
United Arab Emirates,1982,No Explicit DI,No Crisis Data
United Arab Emirates,1983,No Explicit DI,No Crisis Data
United Arab Emirates,1984,No Explicit DI,No Crisis Data
United Arab Emirates,1985,No Explicit DI,No Crisis Data
United Arab Emirates,1986,No Explicit DI,No Crisis Data
United Arab Emirates,1987,No Explicit DI,No Crisis Data
United Arab Emirates,1988,No Explicit DI,No Crisis Data
United Arab Emirates,1989,No Explicit DI,No Crisis Data
United Arab Emirates,1990,No Explicit DI,No Crisis Data
United Arab Emirates,1991,No Explicit DI,No Crisis Data
United Arab Emirates,1992,No Explicit DI,No Crisis Data
United Arab Emirates,1993,No Explicit DI,No Crisis Data
United Arab Emirates,1994,No Explicit DI,No Crisis Data
United Arab Emirates,1995,No Explicit DI,No Crisis Data
United Arab Emirates,1996,No Explicit DI,No Crisis Data
United Arab Emirates,1997,No Explicit DI,No Crisis Data
United Arab Emirates,1998,No Explicit DI,No Crisis Data
United Arab Emirates,1999,No Explicit DI,No Crisis Data
United Arab Emirates,2000,No Explicit DI,No Crisis Data
United Arab Emirates,2001,No Explicit DI,No Crisis Data
United Arab Emirates,2002,No Explicit DI,No Crisis Data
United Arab Emirates,2003,No Explicit DI,No Crisis Data
United Arab Emirates,2004,No Explicit DI,No Crisis Data
United Arab Emirates,2005,No Explicit DI,No Crisis Data
United Arab Emirates,2006,No Explicit DI,No Crisis Data
United Arab Emirates,2007,No Explicit DI,No Crisis Data
United Kingdom,1970,No Explicit DI,Data Available
United Kingdom,1971,No Explicit DI,Data Available
United Kingdom,1972,No Explicit DI,Data Available
United Kingdom,1973,No Explicit DI,Data Available
United Kingdom,1974,No Explicit DI,Data Available
United Kingdom,1975,No Explicit DI,Data Available
United Kingdom,1976,No Explicit DI,Data Available
United Kingdom,1977,No Explicit DI,Data Available
United Kingdom,1978,No Explicit DI,Data Available
United Kingdom,1979,No Explicit DI,Data Available
United Kingdom,1980,No Explicit DI,Data Available
United Kingdom,1981,No Explicit DI,Data Available
United Kingdom,1982,Special./Indp.,Data Available
United Kingdom,1983,Special./Indp.,Data Available
United Kingdom,1984,Special./Indp.,Data Available
United Kingdom,1985,Special./Indp.,Data Available
United Kingdom,1986,Special./Indp.,Data Available
United Kingdom,1987,Special./Indp.,Data Available
United Kingdom,1988,Special./Indp.,Data Available
United Kingdom,1989,Special./Indp.,Data Available
United Kingdom,1990,Special./Indp.,Data Available
United Kingdom,1991,Special./Indp.,Data Available
United Kingdom,1992,Special./Indp.,Data Available
United Kingdom,1993,Special./Indp.,Data Available
United Kingdom,1994,Special./Indp.,Data Available
United Kingdom,1995,Special./Indp.,Data Available
United Kingdom,1996,Special./Indp.,Data Available
United Kingdom,1997,Special./Indp.,Data Available
United Kingdom,1998,Special./Indp.,Data Available
United Kingdom,1999,Special./Indp.,Data Available
United Kingdom,2000,Special./Indp.,Data Available
United Kingdom,2001,Special./Indp.,Data Available
United Kingdom,2002,Special./Indp.,Data Available
United Kingdom,2003,Special./Indp.,Data Available
United Kingdom,2004,Special./Indp.,Data Available
United Kingdom,2005,Special./Indp.,Data Available
United Kingdom,2006,Special./Indp.,Data Available
United Kingdom,2007,Special./Indp.,Data Available
United States,1970,Special./Indp.,Data Available
United States,1971,Special./Indp.,Data Available
United States,1972,Special./Indp.,Data Available
United States,1973,Special./Indp.,Data Available
United States,1974,Special./Indp.,Data Available
United States,1975,Special./Indp.,Data Available
United States,1976,Special./Indp.,Data Available
United States,1977,Special./Indp.,Data Available
United States,1978,Special./Indp.,Data Available
United States,1979,Special./Indp.,Data Available
United States,1980,Special./Indp.,Data Available
United States,1981,Special./Indp.,Data Available
United States,1982,Special./Indp.,Data Available
United States,1983,Special./Indp.,Data Available
United States,1984,Special./Indp.,Data Available
United States,1985,Special./Indp.,Data Available
United States,1986,Special./Indp.,Data Available
United States,1987,Special./Indp.,Data Available
United States,1988,Special./Indp.,Data Available
United States,1989,Special./Indp.,Data Available
United States,1990,Special./Indp.,Data Available
United States,1991,Special./Indp.,Data Available
United States,1992,Special./Indp.,Data Available
United States,1993,Special./Indp.,Data Available
United States,1994,Special./Indp.,Data Available
United States,1995,Special./Indp.,Data Available
United States,1996,Special./Indp.,Data Available
United States,1997,Special./Indp.,Data Available
United States,1998,Special./Indp.,Data Available
United States,1999,Special./Indp.,Data Available
United States,2000,Special./Indp.,Data Available
United States,2001,Special./Indp.,Data Available
United States,2002,Special./Indp.,Data Available
United States,2003,Special./Indp.,Data Available
United States,2004,Special./Indp.,Data Available
United States,2005,Special./Indp.,Data Available
United States,2006,Special./Indp.,Data Available
United States,2007,Special./Indp.,Data Available
Uruguay,1970,No Explicit DI,Data Available
Uruguay,1971,No Explicit DI,No Crisis Data
Uruguay,1972,No Explicit DI,No Crisis Data
Uruguay,1973,No Explicit DI,No Crisis Data
Uruguay,1974,No Explicit DI,No Crisis Data
Uruguay,1975,No Explicit DI,Data Available
Uruguay,1976,No Explicit DI,No Crisis Data
Uruguay,1977,No Explicit DI,Data Available
Uruguay,1978,No Explicit DI,No Crisis Data
Uruguay,1979,No Explicit DI,No Crisis Data
Uruguay,1980,No Explicit DI,No Crisis Data
Uruguay,1981,No Explicit DI,No Crisis Data
Uruguay,1982,No Explicit DI,No Crisis Data
Uruguay,1983,No Explicit DI,Data Available
Uruguay,1984,No Explicit DI,Data Available
Uruguay,1985,No Explicit DI,Data Available
Uruguay,1986,No Explicit DI,Data Available
Uruguay,1987,No Explicit DI,No Crisis Data
Uruguay,1988,No Explicit DI,Data Available
Uruguay,1989,No Explicit DI,No Crisis Data
Uruguay,1990,No Explicit DI,Data Available
Uruguay,1991,No Explicit DI,No Crisis Data
Uruguay,1992,No Explicit DI,Data Available
Uruguay,1993,No Explicit DI,Data Available
Uruguay,1994,No Explicit DI,No Crisis Data
Uruguay,1995,No Explicit DI,Data Available
Uruguay,1996,No Explicit DI,No Crisis Data
Uruguay,1997,No Explicit DI,No Crisis Data
Uruguay,1998,No Explicit DI,Data Available
Uruguay,1999,No Explicit DI,No Crisis Data
Uruguay,2000,No Explicit DI,No Crisis Data
Uruguay,2001,No Explicit DI,Data Available
Uruguay,2002,Ministry of Finance,No Crisis Data
Uruguay,2003,Ministry of Finance,No Crisis Data
Uruguay,2004,Ministry of Finance,No Crisis Data
Uruguay,2005,Ministry of Finance,Data Available
Uruguay,2006,Ministry of Finance,Data Available
Uruguay,2007,Ministry of Finance,Data Available
Uzbekistan,1991,No Explicit DI,No Crisis Data
Uzbekistan,1992,No Explicit DI,No Crisis Data
Uzbekistan,1993,No Explicit DI,No Crisis Data
Uzbekistan,1994,No Explicit DI,No Crisis Data
Uzbekistan,1995,No Explicit DI,No Crisis Data
Uzbekistan,1996,No Explicit DI,No Crisis Data
Uzbekistan,1997,No Explicit DI,No Crisis Data
Uzbekistan,1998,No Explicit DI,No Crisis Data
Uzbekistan,1999,No Explicit DI,No Crisis Data
Uzbekistan,2000,No Explicit DI,No Crisis Data
Uzbekistan,2001,No Explicit DI,No Crisis Data
Uzbekistan,2002,No Explicit DI,No Crisis Data
Uzbekistan,2003,No Explicit DI,No Crisis Data
Uzbekistan,2004,No Explicit DI,No Crisis Data
Uzbekistan,2005,No Explicit DI,No Crisis Data
Uzbekistan,2006,No Explicit DI,No Crisis Data
Uzbekistan,2007,No Explicit DI,No Crisis Data
Vanuatu,1980,No Explicit DI,No Crisis Data
Vanuatu,1981,No Explicit DI,No Crisis Data
Vanuatu,1982,No Explicit DI,No Crisis Data
Vanuatu,1983,No Explicit DI,No Crisis Data
Vanuatu,1984,No Explicit DI,No Crisis Data
Vanuatu,1985,No Explicit DI,No Crisis Data
Vanuatu,1986,No Explicit DI,No Crisis Data
Vanuatu,1987,No Explicit DI,No Crisis Data
Vanuatu,1988,No Explicit DI,No Crisis Data
Vanuatu,1989,No Explicit DI,No Crisis Data
Vanuatu,1990,No Explicit DI,No Crisis Data
Vanuatu,1991,No Explicit DI,No Crisis Data
Vanuatu,1992,No Explicit DI,No Crisis Data
Vanuatu,1993,No Explicit DI,No Crisis Data
Vanuatu,1994,No Explicit DI,No Crisis Data
Vanuatu,1995,No Explicit DI,No Crisis Data
Vanuatu,1996,No Explicit DI,No Crisis Data
Vanuatu,1997,No Explicit DI,No Crisis Data
Vanuatu,1998,No Explicit DI,No Crisis Data
Vanuatu,1999,No Explicit DI,No Crisis Data
Vanuatu,2000,No Explicit DI,No Crisis Data
Vanuatu,2001,No Explicit DI,No Crisis Data
Vanuatu,2002,No Explicit DI,No Crisis Data
Vanuatu,2003,No Explicit DI,No Crisis Data
Vanuatu,2004,No Explicit DI,No Crisis Data
Vanuatu,2005,No Explicit DI,No Crisis Data
Vanuatu,2006,No Explicit DI,No Crisis Data
Vanuatu,2007,No Explicit DI,No Crisis Data
Venezuela,1970,No Explicit DI,Data Available
Venezuela,1971,No Explicit DI,Data Available
Venezuela,1972,No Explicit DI,Data Available
Venezuela,1973,No Explicit DI,Data Available
Venezuela,1974,No Explicit DI,Data Available
Venezuela,1975,No Explicit DI,Data Available
Venezuela,1976,No Explicit DI,Data Available
Venezuela,1977,No Explicit DI,Data Available
Venezuela,1978,No Explicit DI,Data Available
Venezuela,1979,No Explicit DI,Data Available
Venezuela,1980,No Explicit DI,Data Available
Venezuela,1981,No Explicit DI,Data Available
Venezuela,1982,No Explicit DI,Data Available
Venezuela,1983,No Explicit DI,Data Available
Venezuela,1984,No Explicit DI,Data Available
Venezuela,1985,Special./Indp.,Data Available
Venezuela,1986,Special./Indp.,Data Available
Venezuela,1987,Special./Indp.,Data Available
Venezuela,1988,Special./Indp.,Data Available
Venezuela,1989,Special./Indp.,Data Available
Venezuela,1990,Special./Indp.,Data Available
Venezuela,1991,Special./Indp.,Data Available
Venezuela,1992,Special./Indp.,Data Available
Venezuela,1993,Special./Indp.,Data Available
Venezuela,1994,Special./Indp.,Data Available
Venezuela,1995,Special./Indp.,Data Available
Venezuela,1996,Special./Indp.,Data Available
Venezuela,1997,Special./Indp.,Data Available
Venezuela,1998,Special./Indp.,Data Available
Venezuela,1999,Special./Indp.,Data Available
Venezuela,2000,Special./Indp.,Data Available
Venezuela,2001,Special./Indp.,Data Available
Venezuela,2002,Special./Indp.,Data Available
Venezuela,2003,Special./Indp.,Data Available
Venezuela,2004,Special./Indp.,Data Available
Venezuela,2005,Special./Indp.,Data Available
Venezuela,2006,Special./Indp.,Data Available
Venezuela,2007,Special./Indp.,Data Available
Vietnam,1970,No Explicit DI,No Crisis Data
Vietnam,1971,No Explicit DI,No Crisis Data
Vietnam,1972,No Explicit DI,No Crisis Data
Vietnam,1973,No Explicit DI,No Crisis Data
Vietnam,1974,No Explicit DI,No Crisis Data
Vietnam,1975,No Explicit DI,No Crisis Data
Vietnam,1976,No Explicit DI,No Crisis Data
Vietnam,1977,No Explicit DI,No Crisis Data
Vietnam,1978,No Explicit DI,No Crisis Data
Vietnam,1979,No Explicit DI,No Crisis Data
Vietnam,1980,No Explicit DI,No Crisis Data
Vietnam,1981,No Explicit DI,No Crisis Data
Vietnam,1982,No Explicit DI,No Crisis Data
Vietnam,1983,No Explicit DI,No Crisis Data
Vietnam,1984,No Explicit DI,No Crisis Data
Vietnam,1985,No Explicit DI,No Crisis Data
Vietnam,1986,No Explicit DI,No Crisis Data
Vietnam,1987,No Explicit DI,No Crisis Data
Vietnam,1988,No Explicit DI,No Crisis Data
Vietnam,1989,No Explicit DI,No Crisis Data
Vietnam,1990,No Explicit DI,No Crisis Data
Vietnam,1991,No Explicit DI,No Crisis Data
Vietnam,1992,No Explicit DI,No Crisis Data
Vietnam,1993,No Explicit DI,No Crisis Data
Vietnam,1994,No Explicit DI,No Crisis Data
Vietnam,1995,No Explicit DI,No Crisis Data
Vietnam,1996,No Explicit DI,No Crisis Data
